0.0	0.0
0.493856	0.049665
0.558415	0.067626
0.573568	0.093072
0.681112	0.110523
0.71696	0.11634
0.987965	0.119646
1.07387	0.13005
1.12631	0.149415
1.30929	0.167236
1.34085	0.177875
1.36222	0.221046
1.61316	0.261765
1.64901	0.267582
2.02169	0.285177
2.02196	0.288398
2.12207	0.304206
2.25842	0.366471
2.33012	0.378105
2.36597	0.383922
2.40182	0.389739
3.0404	0.424697
3.05713	0.438735
3.24377	0.463583
3.59695	0.487543
3.6589	0.516159
3.73167	0.58671
3.80077	0.597575
4.44863	0.70305
4.71964	0.706356
5.02795	0.715827
5.23152	0.744879
5.28346	0.797319
5.79526	0.800697
5.94425	0.857974
5.96099	0.865969
6.16775	0.898461
6.37607	0.938845
6.66586	0.967409
6.85384	0.970679
6.89679	0.975881
6.92486	0.988697
7.02802	1.02218
7.23448	1.09928
7.73201	1.11556
7.8194	1.1158
7.99516	1.11854
8.04021	1.18618
8.17714	1.2315
8.36171	1.31466
8.77633	1.37986
8.84544	1.39072
9.29662	1.40056
9.34401	1.40292
9.43439	1.45696
9.63383	1.45831
9.66354	1.47699
9.72003	1.48948
9.93363	1.49777
9.95225	1.50834
10.1267	1.53271
10.1677	1.53697
10.2077	1.61177
10.3333	1.6346
10.4253	1.64744
10.4944	1.6583
10.9675	1.69493
11.1701	1.6881
11.2473	1.78046
11.6981	1.7831
11.7114	1.78375
11.807	1.79219
11.8403	1.80792
11.9274	1.81002
11.9943	1.81647
12.0195	1.83701
12.0654	1.86673
12.145	1.84545
12.3377	1.87056
12.396	1.88641
12.5562	1.91874
12.5771	1.97743
12.6462	1.98829
13.0151	1.99263
13.1506	2.00502
13.1969	2.0118
13.2564	2.0248
13.2994	2.03
13.3635	2.03852
13.3761	2.04088
13.5532	2.04679
13.5605	2.05014
13.589	2.08311
13.7237	2.09665
13.7752	2.11214
13.8421	2.11651
13.8443	2.12301
13.9372	2.20266
14.4706	2.23821
14.7971	2.24236
14.8342	2.27656
14.9431	2.36135
14.9783	2.29092
15.048	2.37803
15.3811	2.38498
15.5015	2.42898
15.58	2.43065
15.694	2.46096
15.7476	2.46808
15.931	2.481
16.0929	2.49333
16.123	2.51788
16.2524	2.52859
16.2839	2.53923
16.494	2.54724
16.5679	2.5503
16.5786	2.55288
16.6057	2.58192
16.6594	2.58903
16.8203	2.61038
16.9881	2.61151
17.0331	2.62158
17.1579	2.6306
17.193	2.63635
17.2	2.63993
17.2719	2.65887
17.3001	2.67042
17.5577	2.67783
17.5732	2.69326
17.7317	2.69631
17.7749	2.69907
17.7982	2.70511
17.8203	2.71372
17.9276	2.71201
17.945	2.71808
17.9706	2.73667
17.975	2.74628
18.1075	2.78114
18.3762	2.78976
18.3921	2.79451
18.4192	2.79497
18.5307	2.79698
18.548	2.81057
18.5902	2.84517
18.6975	2.8594
18.8106	2.86854
18.8584	2.88075
18.9656	2.89498
19.1265	2.91632
19.1802	2.92344
19.2338	2.93055
19.3411	2.94478
19.3947	2.9519
19.4483	2.95901
19.502	2.96613
19.5556	2.97324
19.6064	2.97637
19.6961	2.99252
19.7165	2.99459
19.7678	3.00415
19.8238	3.00882
19.9287	3.0255
20.0585	3.02897
20.0604	3.03375
20.1145	3.03597
20.1833	3.04579
20.2731	3.05743
20.3876	3.06352
20.4014	3.06615
20.4363	3.07866
20.4899	3.08577
20.5222	3.08906
20.549	3.09131
20.6024	3.0952
20.6027	3.09842
20.6382	3.10102
20.6538	3.10261
20.6563	3.10554
20.7099	3.11265
20.7636	3.11977
20.7987	3.129
20.9213	3.14065
20.9553	3.14361
21.0244	3.15448
21.0465	3.14862
21.0994	3.16542
21.2128	3.16838
21.2144	3.16994
21.2147	3.17316
21.2299	3.17436
21.2603	3.18676
21.3004	3.18741
21.3572	3.19663
21.4828	3.1974
21.4854	3.19817
21.4938	3.20253
21.5047	3.20767
21.529	3.21744
21.5906	3.21807
21.6013	3.21998
21.6045	3.2207
21.6184	3.22332
21.6208	3.22792
21.6469	3.23358
21.6899	3.23878
21.7438	3.24345
21.7976	3.24811
21.8297	3.25385
21.8617	3.25959
21.9265	3.26372
21.9585	3.26946
22.0103	3.27179
22.0157	3.27343
22.0501	3.27628
22.0515	3.27925
22.0658	3.28369
22.0874	3.28506
22.1194	3.2908
22.1733	3.29547
22.1947	3.29929
22.2163	3.30067
22.2483	3.30641
22.2913	3.31161
22.3235	3.3149
22.3342	3.31681
22.3881	3.32148
22.4595	3.32422
22.4874	3.32566
22.4882	3.33065
22.5413	3.33111
22.549	3.34282
22.6029	3.34749
22.6458	3.35269
22.6672	3.35651
22.7208	3.36363
22.764	3.36638
22.7747	3.36829
22.8176	3.3735
22.8606	3.3787
22.9035	3.3839
22.9249	3.38773
22.9427	3.38902
22.9465	3.3891
22.9785	3.39484
23.024	3.39514
23.0538	3.40333
23.0644	3.40524
23.1074	3.41045
23.1503	3.41565
23.2004	3.42024
23.2363	3.42605
23.2685	3.42934
23.2863	3.43064
23.3598	3.43278
23.3979	3.43615
23.4054	3.43847
23.4374	3.43853
23.4482	3.44297
23.4484	3.44367
23.4589	3.44628
23.467	3.44701
23.4913	3.44887
23.502	3.45078
23.51	3.45222
23.5127	3.4527
23.5343	3.45407
23.545	3.45599
23.5768	3.45675
23.5772	3.45927
23.5878	3.45955
23.6072	3.46464
23.6309	3.46639
23.6388	3.46782
23.6415	3.4683
23.6545	3.46915
23.6843	3.4742
23.7236	3.48002
23.7895	3.48079
23.7918	3.48459
23.8133	3.48344
23.8136	3.48666
23.8551	3.48747
23.8563	3.48864
23.8619	3.48871
23.8696	3.48879
23.8779	3.49569
23.9099	3.49576
23.9102	3.49898
23.9136	3.50081
23.9209	3.50089
23.9316	3.5028
23.9606	3.50538
23.9638	3.50609
23.9745	3.508
23.9961	3.50938
23.998	3.51277
24.0175	3.51321
24.0281	3.51512
24.0497	3.5165
24.0604	3.51841
24.0711	3.52032
24.0743	3.52103
24.1034	3.52361
24.114	3.52552
24.1538	3.53001
24.157	3.53073
24.1837	3.5314
24.2526	3.53306
