44.5334	2.6207
30.1088	1.98288
20.1282	1.36781
33.4521	2.47814
23.2297	1.52632
21.6776	0.925322
44.7391	3.27843
25.173	1.8151
39.205	2.35072
17.3356	1.16875
31.8955	2.41909
28.2515	1.30476
40.1687	3.3119
36.2046	1.9006
21.4587	1.69941
32.4131	2.46763
30.8169	1.82528
28.9987	2.83778
22.163	1.87236
24.4293	1.67601
24.1867	1.37776
38.685	4.55587
20.7106	2.24523
35.699	2.83224
24.4036	2.62523
26.7496	2.17718
24.7157	1.76182
28.9731	2.10832
23.4961	1.78417
34.1492	2.1942
25.9024	2.15655
31.6237	1.96192
41.585	2.82882
11.842	1.05855
20.656	1.44296
16.4538	1.52827
18.595	1.63001
21.2395	1.88699
48.8818	4.78719
18.3845	1.11685
16.1734	0.947109
36.8046	2.55506
25.7161	2.61752
33.1615	2.61964
11.5775	0.941751
27.2454	2.33762
28.8885	1.71718
28.7491	2.16794
37.4059	2.63862
28.8964	2.32185
34.7258	4.07182
21.9867	1.58641
15.8927	1.21617
26.4225	1.7936
39.2091	2.61423
19.7287	2.25111
24.632	2.46754
18.9939	0.808315
16.6549	0.831405
21.1298	1.44843
37.5398	2.2117
28.4142	2.61725
23.768	0.862951
22.1366	0.989521
51.6063	3.21276
27.0443	2.9849
44.1633	4.04211
23.3366	1.47316
20.2208	1.44264
24.3901	2.80151
25.0699	2.01992
30.0486	2.1891
30.337	2.34724
22.8539	1.99738
33.0093	2.35943
40.3464	3.84879
27.4044	1.62195
28.881	3.15625
23.2947	1.74843
29.0514	3.11151
32.2509	2.10267
25.8178	1.77595
36.6059	2.3534
34.4638	3.89635
24.6236	2.19558
27.8038	1.87009
20.3596	1.43788
32.1105	1.58982
23.4041	1.53863
30.2426	1.61314
34.0656	2.3371
21.9198	1.93344
27.2318	1.96466
32.7987	1.83853
29.8135	1.56829
29.003	3.17667
25.1433	1.64093
21.5422	1.58548
35.0168	2.63999
22.9255	1.56445
